lr,feature_subsample,tree_depth,n_grid,Loss,MC ERR,#Output
1.0,0.4,1.0,30.0,0.030916324812635187,0.004234600472813236,7.1
1.0,0.4,1.0,50.0,0.03089505985440036,0.0037577815602836974,11.3
1.0,0.4,1.0,75.0,0.0309738317882065,0.004778897399527182,16.8
1.0,0.4,1.0,100.0,0.03097155019955402,0.004852443971631196,20.1
1.0,0.4,2.0,10.0,0.03189859305534598,0.017360449172577147,5.9
1.0,0.4,2.0,20.0,0.03145687958016868,0.007942046099290754,10.6
1.0,0.4,2.0,30.0,0.031153618744865285,0.005165215130023634,12.5
1.0,0.4,2.0,50.0,0.031030763343762056,0.004967390543735248,15.8
1.0,0.4,2.0,75.0,0.03115004759277703,0.005804494562647762,26.5
1.0,0.4,2.0,100.0,0.03137851556125615,0.005856000472813233,33.5
1.0,0.5,1.0,10.0,0.03181893253525142,0.017769609929078018,2.4
1.0,0.5,1.0,20.0,0.031075215513974824,0.006098013002364051,4.7
1.0,0.5,1.0,30.0,0.030889998571500432,0.00378708037825059,6.9
1.0,0.5,1.0,50.0,0.030888152582532746,0.003845486524822698,9.9
1.0,0.5,1.0,75.0,0.03096540381027112,0.004615001418439726,16.4
1.0,0.5,1.0,100.0,0.03094369251633889,0.004234285106382982,18.0
1.0,0.5,2.0,10.0,0.031880429461965364,0.017185789598109073,5.2
1.0,0.5,2.0,20.0,0.031201688090806978,0.007021607565011791,9.1
1.0,0.5,2.0,30.0,0.03106567831933337,0.005622404255319154,13.1
1.0,0.5,2.0,50.0,0.03113316792059421,0.005580691252955091,17.0
1.0,0.5,2.0,75.0,0.031166630804754965,0.005063140425531909,23.2
1.0,0.5,2.0,100.0,0.03130996205771004,0.005229509219858153,28.1
1.0,0.6,1.0,10.0,0.03180457036031052,0.017563680851063856,2.2
1.0,0.6,1.0,20.0,0.031063876743289247,0.0060978924349882006,4.7
1.0,0.6,1.0,30.0,0.030915156333517768,0.004130973995271865,7.1
1.0,0.6,1.0,50.0,0.030910081055345984,0.0040717333333333385,10.1
1.0,0.6,1.0,75.0,0.03095123126495985,0.00452862695035461,14.6
1.0,0.6,1.0,100.0,0.030975139930050473,0.003980733096926713,17.5
1.0,0.6,2.0,10.0,0.03185753584494409,0.017314990543735503,4.9
1.0,0.6,2.0,20.0,0.031288847428868435,0.007532308510638283,10.2
1.0,0.6,2.0,30.0,0.031219356175913354,0.00613785106382979,12.6
